a,b,label
-0.37,0.43,-0.1591
-0.51,-0.82,0.41819999999999996
0.77,-0.83,-0.6391
-0.38,0.19,-0.0722
-0.99,0.64,-0.6336
-0.09,0.71,-0.0639
0.69,0.51,0.3519
-0.87,-0.36,0.3132
0.89,0.78,0.6942
-0.73,-0.35,0.2555
0.58,0.96,0.5568
0.35,-0.76,-0.26599999999999996
0.55,-0.49,-0.2695
0.41,-0.06,-0.024599999999999997
0.16,-0.01,-0.0016
0.48,-0.01,-0.0048
-0.15,0.3,-0.045
-0.35,0.09,-0.0315
-0.94,-0.47,0.44179999999999997
0.78,0.7,0.5459999999999999
0.28,0.62,0.1736
0.11,-0.01,-0.0011
-0.7,-0.94,0.6579999999999999
0.05,0.98,0.049
0.12,-0.86,-0.1032
-0.57,-0.94,0.5357999999999999
-0.98,0.1,-0.098
0.62,-0.2,-0.124
0.41,-0.82,-0.33619999999999994
0.68,-0.57,-0.3876
0.49,-0.01,-0.0049
0.52,0.19,0.0988
0.85,0.38,0.323
-0.17,0.79,-0.1343
0.33,0.54,0.17820000000000003
-0.36,0.9,-0.324
0.94,-0.89,-0.8366
-0.3,0.62,-0.186
-0.42,0.74,-0.31079999999999997
-0.04,-0.38,0.0152
-0.33,0.26,-0.0858
-0.84,-0.59,0.49559999999999993
-0.31,0.03,-0.0093
-0.37,0.86,-0.3182
0.45,-0.28,-0.12600000000000003
-0.01,0.84,-0.0084
0.89,0.16,0.1424
-0.7,-0.14,0.098
-0.16,-0.44,0.0704
0.53,0.85,0.4505
-0.57,-0.07,0.0399
0.5,-0.69,-0.345
0.13,0.62,0.0806
-0.29,0.89,-0.2581
-0.55,0.27,-0.14850000000000002
-0.47,0.64,-0.3008
0.98,0.91,0.8918
0.03,0.42,0.012599999999999998
0.21,-0.3,-0.063
0.75,0.75,0.5625
0.69,-0.74,-0.5105999999999999
-0.96,0.68,-0.6528
-0.76,-0.2,0.15200000000000002
-0.56,-0.66,0.36960000000000004
-0.58,-0.75,0.43499999999999994
-0.36,-0.19,0.0684
0.75,0.48,0.36
-0.06,-0.35,0.020999999999999998
-0.84,-0.79,0.6636
-0.67,-0.85,0.5695
0.82,-0.61,-0.5002
0.26,0.55,0.14300000000000002
0.89,0.03,0.026699999999999998
-1.0,0.45,-0.45
0.52,0.19,0.0988
-0.36,0.29,-0.10439999999999999
-0.04,0.55,-0.022000000000000002
-0.79,-0.98,0.7742
0.93,0.47,0.4371
-0.87,0.72,-0.6264
0.15,-0.03,-0.0045
-0.26,0.48,-0.1248
-0.87,0.87,-0.7569
-0.05,0.36,-0.018
-0.8,0.81,-0.6480000000000001
-0.1,-0.63,0.063
-0.34,0.12,-0.0408
0.2,-0.63,-0.126
0.63,-0.62,-0.3906
-0.31,-0.98,0.3038
0.44,-0.9,-0.396
0.33,-0.14,-0.046200000000000005
0.98,0.53,0.5194
0.06,0.19,0.0114
-0.1,0.27,-0.027000000000000003
-0.68,0.43,-0.2924
0.16,0.62,0.0992
-0.14,0.98,-0.13720000000000002
0.93,0.93,0.8649000000000001
-0.18,0.88,-0.15839999999999999
0.65,-0.09,-0.058499999999999996
-0.53,0.65,-0.34450000000000003
0.43,-0.8,-0.34400000000000003
0.57,0.74,0.42179999999999995
-0.22,-0.74,0.1628
0.23,0.85,0.1955
-0.74,0.08,-0.0592
0.94,0.1,0.094
0.59,-0.39,-0.2301
0.58,0.54,0.3132
-0.95,-0.45,0.4275
-0.74,0.21,-0.15539999999999998
-0.36,0.56,-0.2016
-0.95,0.23,-0.2185
0.81,-0.98,-0.7938000000000001
0.93,0.72,0.6696
-0.5,0.44,-0.22
0.04,-0.98,-0.0392
0.46,-0.14,-0.06440000000000001
0.94,0.41,0.38539999999999996
0.02,-0.61,-0.0122
-0.73,-0.92,0.6716
-0.01,-0.73,0.0073
-0.04,-0.94,0.0376
-0.65,0.03,-0.0195
-0.83,-0.64,0.5312
-0.26,0.04,-0.010400000000000001
-0.53,0.99,-0.5247
0.92,-0.71,-0.6532
-0.81,0.77,-0.6237
0.4,0.36,0.144
0.16,-0.65,-0.10400000000000001
0.86,0.64,0.5504
0.79,-0.35,-0.27649999999999997
-0.74,-0.77,0.5698
-0.74,-0.09,0.06659999999999999
0.22,0.24,0.0528
0.82,-0.49,-0.4018
0.83,0.41,0.34029999999999994
0.25,0.62,0.155
-0.29,-0.36,0.10439999999999999
-0.53,0.98,-0.5194
0.34,-0.73,-0.2482
-1.0,-0.49,0.49
0.38,-0.92,-0.3496
0.59,-0.13,-0.0767
-0.61,0.43,-0.2623
-0.56,0.97,-0.5432
0.08,-0.14,-0.011200000000000002
0.79,-0.64,-0.5056
-0.45,-0.41,0.1845
0.33,0.9,0.29700000000000004
0.43,-0.88,-0.3784
-0.63,-0.15,0.0945
0.01,0.51,0.0051
0.36,-0.93,-0.3348
0.69,0.53,0.36569999999999997
0.34,0.57,0.1938
-0.12,0.94,-0.11279999999999998
-0.23,0.24,-0.0552
-0.44,0.47,-0.20679999999999998
0.98,0.34,0.3332
0.0,-0.67,-0.0
0.75,0.04,0.03
-0.51,-0.04,0.0204
-0.08,-0.52,0.041600000000000005
0.46,-0.28,-0.12880000000000003
-0.33,-0.34,0.11220000000000001
0.86,0.27,0.23220000000000002
0.46,0.36,0.1656
0.59,-0.99,-0.5841
0.06,0.76,0.0456
-0.32,0.07,-0.022400000000000003
-0.78,0.93,-0.7254
0.05,-0.15,-0.0075
-0.81,-0.76,0.6156
0.62,-0.94,-0.5828
-0.13,-0.72,0.0936
-0.25,0.68,-0.17
0.0,0.88,0.0
-0.75,-0.32,0.24
0.37,-0.38,-0.1406
0.3,-0.94,-0.282
-0.02,0.21,-0.0042
0.15,0.69,0.1035
0.07,-0.08,-0.005600000000000001
-0.18,-0.29,0.052199999999999996
0.89,-0.73,-0.6496999999999999
0.39,-0.76,-0.2964
-0.93,-0.91,0.8463
0.66,-0.78,-0.5148
0.26,0.72,0.1872
0.31,-0.67,-0.20770000000000002
-0.07,-0.27,0.018900000000000004
-0.01,0.89,-0.0089
0.11,0.32,0.0352
0.5,0.33,0.165
0.79,-0.49,-0.3871
-0.13,0.17,-0.0221
0.43,0.76,0.3268
-0.71,-0.74,0.5254
0.69,-0.1,-0.06899999999999999
-0.6,-0.31,0.186
0.72,0.23,0.1656
0.31,0.86,0.2666
0.47,-0.32,-0.1504
0.03,0.02,0.0006
0.66,0.46,0.30360000000000004
-0.47,0.49,-0.23029999999999998
0.33,0.5,0.165
-0.62,0.56,-0.3472
-0.82,0.17,-0.1394
0.31,0.73,0.2263
-0.59,-0.73,0.43069999999999997
-0.02,0.16,-0.0032
0.63,-0.78,-0.4914
0.77,-0.96,-0.7392
-0.44,-0.67,0.2948
-0.86,0.25,-0.215
0.58,-0.91,-0.5277999999999999
0.99,-0.01,-0.0099
0.22,0.23,0.0506
-0.04,0.96,-0.0384
0.07,0.18,0.0126
-0.27,-0.41,0.1107
0.77,0.85,0.6545
0.14,-0.47,-0.0658
0.0,0.6,0.0
0.08,0.39,0.031200000000000002
0.72,0.66,0.4752
-0.65,0.45,-0.29250000000000004
0.73,-0.05,-0.0365
-0.41,-0.85,0.3485
-0.39,0.13,-0.0507
0.91,0.01,0.0091
0.48,-0.67,-0.3216
-0.54,-0.51,0.27540000000000003
0.52,0.52,0.27040000000000003
0.38,0.97,0.3686
-0.16,-0.86,0.1376
-0.17,-0.95,0.1615
-0.61,-0.38,0.2318
-0.02,0.04,-0.0008
-0.73,-0.96,0.7008
0.62,0.54,0.33480000000000004
-0.17,-0.38,0.0646
-0.55,0.28,-0.15400000000000003
-0.93,-0.81,0.7533000000000001
-0.77,0.4,-0.30800000000000005
-0.18,-0.05,0.009
0.17,0.09,0.015300000000000001
-0.76,-1.0,0.76
0.03,0.12,0.0036
0.14,0.0,0.0
-0.66,0.9,-0.5940000000000001
-0.77,-0.93,0.7161000000000001
-0.25,-0.61,0.1525
-0.82,0.7,-0.574
0.97,0.78,0.7566
0.04,0.06,0.0024
0.22,-0.54,-0.1188
-0.18,-0.89,0.1602
-0.25,-0.55,0.1375
-0.97,0.88,-0.8536
0.91,-0.01,-0.0091
0.86,-0.08,-0.0688
-0.81,0.41,-0.3321
-0.65,0.07,-0.045500000000000006
0.35,-0.87,-0.3045
-0.17,0.33,-0.056100000000000004
0.23,0.53,0.12190000000000001
-0.52,0.45,-0.234
-0.21,-0.77,0.1617
0.87,0.85,0.7394999999999999
-0.33,-0.5,0.165
-0.7,-0.2,0.13999999999999999
-0.69,0.34,-0.2346
-0.45,0.98,-0.441
0.25,-0.39,-0.0975
0.66,-0.92,-0.6072000000000001
-0.79,0.91,-0.7189000000000001
-0.05,0.53,-0.026500000000000003
-0.71,-0.69,0.48989999999999995
-0.9,-0.9,0.81
0.91,-0.93,-0.8463
-0.16,0.9,-0.14400000000000002
0.58,-0.35,-0.20299999999999999
-0.45,-0.38,0.171
-0.28,-0.4,0.11200000000000002
-0.08,-0.74,0.0592
-0.59,-0.81,0.4779
-0.52,-0.2,0.10400000000000001
0.4,0.34,0.136
-0.15,0.98,-0.147
0.02,0.57,0.011399999999999999
-0.88,-0.72,0.6335999999999999
0.09,-0.63,-0.0567
0.87,0.67,0.5829000000000001
-0.84,0.19,-0.1596
0.13,0.35,0.0455
0.74,-0.48,-0.35519999999999996
-0.3,0.06,-0.018
0.76,0.79,0.6004
0.74,-0.3,-0.222
0.86,-0.78,-0.6708000000000001
-0.64,0.47,-0.3008
-0.27,-0.21,0.0567
-0.48,-0.64,0.3072
0.93,-0.51,-0.47430000000000005
0.9,-0.56,-0.5040000000000001
0.05,0.19,0.009500000000000001
0.94,0.87,0.8178
-0.72,-0.54,0.38880000000000003
-0.57,0.17,-0.0969
0.78,-0.95,-0.741
-0.88,0.85,-0.748
-0.52,0.69,-0.3588
0.86,-0.34,-0.2924
0.65,-0.19,-0.12350000000000001
-0.56,-0.36,0.2016
0.11,-0.41,-0.045099999999999994
-0.91,-0.85,0.7735
0.84,-0.73,-0.6132
0.12,0.04,0.0048
-0.98,-0.5,0.49
0.03,-0.27,-0.0081
-0.91,0.16,-0.1456
0.57,-0.18,-0.10259999999999998
-0.68,0.7,-0.476
0.26,-0.37,-0.09620000000000001
-0.4,-0.27,0.10800000000000001
-0.31,0.7,-0.217
0.46,0.63,0.2898
0.49,-0.72,-0.3528
0.65,-0.93,-0.6045
0.66,-0.14,-0.09240000000000001
-0.7,-0.65,0.45499999999999996
-0.19,0.25,-0.0475
0.24,-0.74,-0.17759999999999998
0.16,-0.02,-0.0032
0.85,0.9,0.765
0.11,0.77,0.0847
-0.84,-0.99,0.8316
0.45,0.42,0.189
-0.73,0.8,-0.584
-0.46,-0.46,0.2116
0.84,0.64,0.5376
0.41,0.57,0.23369999999999996
-0.35,-0.5,0.175
0.86,0.45,0.387
-0.25,0.39,-0.0975
-0.7,0.34,-0.238
0.54,0.27,0.1458
0.59,0.72,0.42479999999999996
-0.65,-0.55,0.35750000000000004
-0.16,-0.82,0.13119999999999998
-0.73,-0.65,0.4745
-0.8,0.4,-0.32000000000000006
-0.94,-0.69,0.6486
0.31,-0.38,-0.1178
0.34,0.34,0.11560000000000002
-0.42,0.25,-0.105
-0.92,-0.51,0.4692
-0.75,-0.55,0.41250000000000003
-0.21,0.28,-0.058800000000000005
-0.16,-0.35,0.055999999999999994
0.98,0.71,0.6958
-0.22,0.29,-0.0638
-0.08,0.25,-0.02
-0.28,0.98,-0.27440000000000003
0.09,0.44,0.039599999999999996
0.06,-0.91,-0.0546
0.66,-0.67,-0.44220000000000004
-0.9,0.77,-0.6930000000000001
0.29,-0.73,-0.21169999999999997
0.71,0.91,0.6461
0.3,-0.73,-0.219
-0.71,0.63,-0.4473
0.88,0.25,0.22
-0.82,-0.25,0.205
-0.58,0.01,-0.0058
0.75,0.11,0.0825
-0.8,-0.34,0.272
0.65,-0.99,-0.6435
0.01,-0.05,-0.0005
0.81,0.94,0.7614
-0.1,0.56,-0.05600000000000001
0.05,-0.31,-0.0155
0.15,-0.13,-0.0195
-0.96,-0.71,0.6816
0.99,0.38,0.3762
-0.18,0.28,-0.0504
0.67,0.61,0.4087
-0.51,-0.66,0.3366
0.86,0.39,0.33540000000000003
0.32,-0.96,-0.3072
-0.99,0.37,-0.3663
0.85,-0.96,-0.816
-0.78,0.34,-0.26520000000000005
-0.96,0.09,-0.08639999999999999
-0.83,-0.72,0.5975999999999999
-0.86,0.04,-0.0344
0.97,-0.22,-0.2134
0.24,-0.31,-0.0744
0.42,-1.0,-0.42
-0.92,-0.79,0.7268000000000001
0.53,0.48,0.2544
-0.81,-0.4,0.32400000000000007
-0.03,-0.84,0.025199999999999997
0.92,0.61,0.5612
-0.72,0.18,-0.1296
0.8,-0.17,-0.136
-0.89,0.54,-0.4806
0.18,-0.86,-0.1548
0.06,0.91,0.0546
0.09,0.68,0.061200000000000004
-0.05,0.5,-0.025
